iter	Logloss	Accuracy
884	0.3439527729	0.869760479
885	0.3439527729	0.869760479
886	0.34395275	0.869760479
887	0.34395275	0.869760479
888	0.3439331055	0.869760479
889	0.3439331283	0.869760479
890	0.3439331283	0.869760479
891	0.3439331055	0.869760479
892	0.3439331055	0.869760479
893	0.3439331055	0.869760479
894	0.3439331055	0.869760479
895	0.3438936793	0.869760479
896	0.3438935879	0.869760479
897	0.3438935879	0.869760479
898	0.3438872377	0.869760479
899	0.3438872377	0.869760479
900	0.3438766388	0.869760479
901	0.3438429233	0.869760479
902	0.3438284183	0.869760479
903	0.3438105326	0.869760479
904	0.3438044108	0.869760479
905	0.343769005	0.869760479
906	0.3437689593	0.869760479
907	0.3437618324	0.869760479
908	0.3437615126	0.869760479
909	0.3437612614	0.869760479
910	0.3437612385	0.869760479
911	0.3437612385	0.869760479
912	0.3437548883	0.869760479
913	0.343489664	0.8682634731
914	0.3433232108	0.869760479
915	0.3432804496	0.8682634731
916	0.3432658761	0.8682634731
917	0.3432276377	0.8682634731
918	0.3431683158	0.8682634731
919	0.3431683158	0.8682634731
920	0.343161463	0.8682634731
921	0.3430729255	0.8682634731
922	0.3430605677	0.8682634731
923	0.343049786	0.8682634731
924	0.3430299131	0.8682634731
925	0.3430298902	0.8682634731
926	0.3430298902	0.8682634731
927	0.3430213243	0.8682634731
928	0.3430213015	0.8682634731
929	0.3429812129	0.8682634731
930	0.3429770555	0.8682634731
931	0.3428965586	0.8682634731
932	0.3428898429	0.8682634731
933	0.34288982	0.8682634731
934	0.3427708791	0.8682634731
935	0.3427708791	0.8682634731
936	0.3427708791	0.8682634731
937	0.3427708791	0.8682634731
938	0.3427321154	0.8682634731
939	0.3427255596	0.8682634731
940	0.3427255368	0.8682634731
941	0.3427255139	0.8682634731
942	0.3427255139	0.8682634731
943	0.3426791665	0.8682634731
944	0.3426791437	0.8682634731
945	0.3426791437	0.8682634731
946	0.3426696412	0.8682634731
947	0.3421047005	0.8682634731
948	0.3419673943	0.8682634731
949	0.3416674951	0.8682634731
950	0.3416613733	0.8682634731
951	0.3415560922	0.8682634731
952	0.3415561151	0.8682634731
953	0.3415498105	0.8682634731
954	0.3405810602	0.869760479
955	0.3405810145	0.869760479
956	0.3405771313	0.869760479
957	0.3405771313	0.869760479
958	0.3405705983	0.869760479
959	0.3405705983	0.869760479
960	0.3405705983	0.869760479
961	0.3405592456	0.869760479
962	0.3405592684	0.869760479
963	0.3405530553	0.869760479
964	0.3405020708	0.869760479
965	0.3405020251	0.869760479
966	0.3405020251	0.869760479
967	0.3404955379	0.869760479
968	0.3404779948	0.869760479
969	0.3404710964	0.869760479
970	0.3404710964	0.869760479
971	0.340470571	0.869760479
972	0.3404705482	0.869760479
973	0.3404547183	0.869760479
974	0.3403344069	0.8682634731
975	0.3403287876	0.8682634731
976	0.3403238536	0.8682634731
977	0.3403238536	0.8682634731
978	0.3403238536	0.8682634731
979	0.3403238536	0.8682634731
980	0.3403194907	0.8682634731
981	0.3403195136	0.8682634731
982	0.3403194907	0.8682634731
983	0.3403195136	0.8682634731
984	0.340315676	0.8682634731
985	0.340315676	0.8682634731
986	0.3403156532	0.8682634731
987	0.3403156303	0.8682634731
988	0.3403156303	0.8682634731
989	0.3403156303	0.8682634731
990	0.3403156303	0.8682634731
991	0.3403156303	0.8682634731
992	0.3403156303	0.8682634731
993	0.3403156303	0.8682634731
994	0.3403156303	0.8682634731
995	0.3403156303	0.8682634731
996	0.3403156075	0.8682634731
997	0.3403156303	0.8682634731
998	0.3403156303	0.8682634731
999	0.3403156303	0.8682634731
